uid	tcga_12_3653_01a_01r_1849_01_bed	tcga_02_2486_01a_01r_1849_01_bed	tcga_28_1747_01c_01r_1850_01_bed	tcga_06_aabw_11a_31r_a36h_07_bed	tcga_02_0055_01a_01r_1849_01_bed	tcga_27_1832_01a_01r_1850_01_bed	tcga_06_0190_02a_01r_2005_01_bed	tcga_06_0138_01a_02r_1849_01_bed	tcga_02_2485_01a_01r_1849_01_bed	tcga_28_5218_01a_01r_1850_01_bed	tcga_14_2554_01a_01r_1850_01_bed	tcga_14_0781_01b_01r_1849_01_bed	tcga_27_2528_01a_01r_1850_01_bed	tcga_06_0645_01a_01r_1849_01_bed	tcga_28_2513_01a_01r_1850_01_bed	tcga_28_5213_01a_01r_1850_01_bed	tcga_06_0646_01a_01r_1849_01_bed	tcga_06_0211_02a_02r_2005_01_bed	tcga_15_1444_01a_02r_1850_01_bed	tcga_14_0789_01a_01r_1849_01_bed	tcga_12_0616_01a_01r_1849_01_bed	tcga_28_5216_01a_01r_1850_01_bed	tcga_19_5960_01a_11r_1850_01_bed	tcga_06_5416_01a_01r_1849_01_bed	tcga_06_2567_01a_01r_1849_01_bed	tcga_06_5418_01a_01r_1849_01_bed	tcga_32_5222_01a_01r_1850_01_bed	tcga_27_1830_01a_01r_1850_01_bed	tcga_06_0158_01a_01r_1849_01_bed	tcga_32_2616_01a_01r_1850_01_bed	tcga_19_1787_01b_01r_1850_01_bed	tcga_06_2562_01a_01r_1849_01_bed	tcga_06_5411_01a_01r_1849_01_bed	tcga_06_0238_01a_02r_1849_01_bed	tcga_14_1825_01a_01r_1850_01_bed	tcga_28_2499_01a_01r_1850_01_bed	tcga_06_0681_11a_41r_a36h_07_bed	tcga_28_5215_01a_01r_1850_01_bed	tcga_76_4925_01a_01r_1850_01_bed	tcga_06_0747_01a_01r_1849_01_bed	tcga_06_0211_01a_01r_1849_01_bed	tcga_12_0619_01a_01r_1849_01_bed	tcga_06_0680_11a_32r_a36h_07_bed	tcga_28_5207_01a_01r_1850_01_bed	tcga_28_5204_01a_01r_1850_01_bed	tcga_32_4213_01a_01r_1850_01_bed	tcga_06_0219_01a_01r_1849_01_bed	tcga_27_1837_01a_01r_1850_01_bed	tcga_06_5417_01a_01r_1849_01_bed	tcga_06_0686_01a_01r_1849_01_bed	tcga_19_1389_02a_21r_2005_01_bed	tcga_06_0129_01a_01r_1849_01_bed	tcga_28_5209_01a_01r_1850_01_bed	tcga_14_0817_01a_01r_1849_01_bed	tcga_06_2569_01a_01r_1849_01_bed	tcga_06_0210_01a_01r_1849_01_bed	tcga_12_0821_01a_01r_1849_01_bed	tcga_14_1034_01a_01r_1849_01_bed	tcga_06_0187_01a_01r_1849_01_bed	tcga_28_2514_01a_02r_1850_01_bed	tcga_12_3650_01a_01r_1849_01_bed	tcga_27_2524_01a_01r_1850_01_bed	tcga_19_2629_01a_01r_1850_01_bed	tcga_06_5856_01a_01r_1849_01_bed	tcga_28_5220_01a_01r_1850_01_bed	tcga_32_1970_01a_01r_1850_01_bed	tcga_06_0744_01a_01r_1849_01_bed	tcga_12_5299_01a_02r_1849_01_bed	tcga_19_0957_02a_11r_2005_01_bed	tcga_06_0139_01a_01r_1849_01_bed	tcga_14_0787_01a_01r_1849_01_bed	tcga_06_0678_11a_32r_a36h_07_bed	tcga_06_0649_01b_01r_1849_01_bed	tcga_14_1829_01a_01r_1850_01_bed	tcga_27_1831_01a_01r_1850_01_bed	tcga_32_2632_01a_01r_1850_01_bed	tcga_06_5858_01a_01r_1849_01_bed	tcga_14_1823_01a_01r_1849_01_bed	tcga_26_5135_01a_01r_1850_01_bed	tcga_06_0750_01a_01r_1849_01_bed	tcga_06_0141_01a_01r_1849_01_bed	tcga_06_0749_01a_01r_1849_01_bed	tcga_26_5133_01a_01r_1850_01_bed	tcga_26_5136_01b_01r_1850_01_bed	tcga_14_0790_01b_01r_1849_01_bed	tcga_76_4929_01a_01r_1850_01_bed	tcga_28_5208_01a_01r_1850_01_bed	tcga_32_2615_01a_01r_1850_01_bed	tcga_06_2561_01a_02r_1849_01_bed	tcga_27_2526_01a_01r_1850_01_bed	tcga_76_4928_01b_01r_1850_01_bed	tcga_28_2510_01a_01r_1850_01_bed	tcga_15_0742_01a_01r_1850_01_bed	tcga_41_5651_01a_01r_1850_01_bed	tcga_14_1402_02a_01r_2005_01_bed	tcga_06_2570_01a_01r_1849_01_bed	tcga_06_0156_01a_03r_1849_01_bed	tcga_27_2523_01a_01r_1850_01_bed	tcga_16_1045_01b_01r_1850_01_bed	tcga_06_0743_01a_01r_1849_01_bed	tcga_19_2625_01a_01r_1850_01_bed	tcga_32_2634_01a_01r_1850_01_bed	tcga_41_3915_01a_01r_1850_01_bed	tcga_06_0211_01b_01r_1849_01_bed	tcga_27_2521_01a_01r_1850_01_bed	tcga_32_1980_01a_01r_1850_01_bed	tcga_06_2563_01a_01r_1849_01_bed	tcga_27_2519_01a_01r_1850_01_bed	tcga_28_1753_01a_01r_1850_01_bed	tcga_06_0745_01a_01r_1849_01_bed	tcga_06_5408_01a_01r_1849_01_bed	tcga_16_0846_01a_01r_1850_01_bed	tcga_06_2564_01a_01r_1849_01_bed	tcga_76_4927_01a_01r_1850_01_bed	tcga_06_2557_01a_01r_1849_01_bed	tcga_06_2565_01a_01r_1849_01_bed	tcga_76_4931_01a_01r_1850_01_bed	tcga_06_0221_02a_11r_2005_01_bed	tcga_76_4926_01b_01r_1850_01_bed	tcga_12_1597_01b_01r_1849_01_bed	tcga_27_1834_01a_01r_1850_01_bed	tcga_06_0168_01a_01r_1849_01_bed	tcga_14_0871_01a_01r_1849_01_bed	tcga_06_0132_01a_02r_1849_01_bed	tcga_06_5414_01a_01r_1849_01_bed	tcga_12_5295_01a_01r_1849_01_bed	tcga_19_2620_01a_01r_1850_01_bed	tcga_32_2638_01a_01r_1850_01_bed	tcga_06_0878_01a_01r_1849_01_bed	tcga_06_0190_01a_01r_1849_01_bed	tcga_06_0174_01a_01r_1849_01_bed	tcga_06_0171_02a_11r_2005_01_bed	tcga_27_1835_01a_01r_1850_01_bed	tcga_06_2559_01a_01r_1849_01_bed	tcga_19_4065_01a_01r_2005_01_bed	tcga_06_2558_01a_01r_1849_01_bed	tcga_06_0184_01a_01r_1849_01_bed	tcga_14_0736_02a_01r_2005_01_bed	tcga_06_1804_01a_01r_1849_01_bed	tcga_06_0178_01a_01r_1849_01_bed	tcga_19_2619_01a_01r_1850_01_bed	tcga_06_0675_11a_32r_a36h_07_bed	tcga_76_4932_01a_01r_1850_01_bed	tcga_41_2572_01a_01r_1850_01_bed	tcga_02_0047_01a_01r_1849_01_bed	tcga_26_5132_01a_01r_1850_01_bed	tcga_26_5134_01a_01r_1850_01_bed	tcga_06_0130_01a_01r_1849_01_bed	tcga_06_0125_01a_01r_1849_01_bed	tcga_41_4097_01a_01r_1850_01_bed	tcga_26_1442_01a_01r_1850_01_bed	tcga_06_0882_01a_01r_1849_01_bed	tcga_12_0618_01a_01r_1849_01_bed	tcga_06_0125_02a_11r_2005_01_bed	tcga_26_5139_01a_01r_1850_01_bed	tcga_12_3652_01a_01r_1849_01_bed	tcga_32_1982_01a_01r_1850_01_bed	tcga_08_0386_01a_01r_1849_01_bed	tcga_14_1034_02b_01r_2005_01_bed	tcga_06_0644_01a_02r_1849_01_bed	tcga_19_1390_01a_01r_1850_01_bed	tcga_06_0210_02a_01r_2005_01_bed	tcga_06_5410_01a_01r_1849_01_bed	tcga_06_5859_01a_01r_1849_01_bed	tcga_06_5412_01a_01r_1849_01_bed	tcga_28_2509_01a_01r_1850_01_bed	tcga_19_2624_01a_01r_1850_01_bed	tcga_41_2571_01a_01r_1850_01_bed	tcga_06_0156_01a_02r_1849_01_bed	tcga_06_5413_01a_01r_1849_01_bed	tcga_06_0157_01a_01r_1849_01_bed	tcga_19_4065_02a_11r_2005_01_bed	tcga_06_0152_02a_01r_2005_01_bed	tcga_02_2483_01a_01r_1849_01_bed
MADD:ENSG00000110514:E31.1-E34.2|ENSG00000110514:E31.1-E35.1	0.03	0.15	0.17	0.37	0.11	0.03	0.0	0.13	0.1	0.02	0.18	0.03	0.0	0.11	0.0	0.0	0.15	0.0	0.04	0.01	0.0	0.14	0.17	0.14	0.05	0.09	0.07	0.05	0.08	0.02	0.03	0.23	0.63	0.24	0.06	0.03	0.82	0.05	0.02	0.12	0.02	0.03	0.75	0.29	0.05	0	0.33	0.04	0.0	0.09	0.0	0.05	0.0	0.0	0.0	0.05	0.09	0.0	0.04	0.33	0.07	0.03	0.0	0.17	0.02	0.19	0.2	0.04	0.2	0	0.27	0.81	0.06	0	0	0.03	0.08	0	0.06	0.0	0.0	0.34	0.0	0.1	0.0	0.16	0.03	0.04	0.16	0.05	0.07	0.62	0.09	0.16	0.29	0.03	0.06	0.11	0.08	0.06	0.04	0.14	0.0	0.09	0.06	0.57	0.14	0.19	0.07	0.0	0.18	0.24	0.1	0.06	0.03	0.09	0.08	0.52	0.26	0.34	0.16	0.31	0	0.6	0.03	0.0	0.03	0.07	0.12	0.05	0.1	0.0	0.2	0.04	0.05	0.2	0.06	0.3	0.06	0.11	0.06	0.8	0.05	0.04	0.25	0.03	0	0.0	0.07	0.17	0.25	0.23	0.45	0.17	0.12	0.05	0	0.16	0.2	0.0	0.02	0.02	0.18	0.06	0.21	0.0	0.18	0.33	0.1	0.06	0.04	0.45	0.32	0.06
MADD:ENSG00000110514:E38.1-E39.1|ENSG00000110514:E38.1-E40.1	0.02	0.02	0.08	0.42	0.16	0.02	0.01	0.09	0.08	0.0	0.11	0.0	0.03	0.11	0.02	0.08	0.06	0.23	0.07	0.01	0.0	0.08	0.28	0.36	0.05	0.1	0.02	0.01	0.12	0.03	0.07	0.18	0.74	0.47	0.28	0.13	0.9	0.14	0.01	0.11	0.02	0.07	0.93	0.56	0.01	0.05	0.13	0.08	0.0	0.14	0.02	0.02	0.02	0.0	0.04	0.04	0.14	0.0	0.04	0.36	0.18	0.16	0.01	0.35	0.04	0.16	0.09	0.08	0.24	0	0.04	0.88	0.04	0	0	0.13	0.02	0.08	0.07	0.02	0.16	0.44	0.03	0.1	0.0	0.22	0.0	0.09	0.2	0.0	0.01	0.73	0.15	0.34	0.21	0.14	0.11	0.04	0.06	0.02	0.03	0.18	0.02	0.17	0.02	0.67	0.18	0.21	0.08	0.11	0.35	0.18	0.09	0.03	0.09	0.02	0.24	0.63	0.37	0.45	0.05	0.37	0	0.68	0.0	0.04	0.08	0.06	0.03	0.02	0.18	0.04	0.02	0.1	0.06	0.26	0.0	0.39	0.16	0.05	0.03	0.9	0.02	0.0	0.33	0.02	0.0	0.05	0.07	0.22	0.33	0.33	0.55	0.17	0.1	0.0	0.12	0.24	0.16	0.0	0.02	0.04	0.09	0.05	0.16	0.02	0.15	0.38	0.21	0.08	0.04	0.61	0.38	0.23
MADD:ENSG00000110514:E31.1-E35.1|ENSG00000110514:E34.2-E35.1	0.97	0.82	0.77	0.42	0.76	0.91	0.93	0.72	0.8	0.97	0.75	0.87	0.95	0.82	0.96	0.76	0.75	0.81	0.86	0.94	1.0	0.71	0.61	0.69	0.81	0.82	0.88	0.86	0.84	0.91	0.87	0.61	0.21	0.5	0.83	0.92	0.09	0.88	0.91	0.8	0.98	0.85	0.13	0.53	0.89	0	0.53	0.79	1.0	0.59	1.0	0.84	0.92	1.0	0.91	0.84	0.7	0.98	0.94	0.47	0.86	0.94	0.96	0.71	0.97	0.68	0.77	0.88	0.6	0	0.6	0.09	0.83	0	0	0.92	0.91	0.67	0.85	1.0	1.0	0.4	0.92	0.64	0.91	0.72	0.88	0.85	0.68	0.86	0.88	0.22	0.78	0.66	0.57	0.85	0.76	0.84	0.87	0.89	0.96	0.67	1.0	0.75	0.91	0.25	0.74	0.68	0.81	1.0	0.7	0.5	0.81	0.92	0.91	0.81	0.71	0.25	0.54	0.52	0.63	0.47	0	0.21	0.93	0.95	0.78	0.9	0.88	0.87	0.84	0.97	0.67	0.9	0.95	0.68	0.94	0.58	0.79	0.57	0.91	0.1	0.88	0.81	0.55	0.86	0	0.91	0.77	0.7	0.54	0.57	0.32	0.69	0.79	0.95	0.36	0.67	0.67	0.93	0.94	0.85	0.66	0.86	0.65	0.94	0.58	0.45	0.74	0.88	0.86	0.38	0.42	0.83
USP5:ENSG00000111667:E15.4-E16.1|ENSG00000111667:E15.2-E16.1	0.15	0.14	0.19	0.7	0.14	0.14	0.11	0.3	0.22	0.08	0.19	0.11	0.12	0.21	0.08	0.18	0.26	0.15	0.31	0.09	0.27	0.32	0.18	0.31	0.16	0.18	0.15	0.16	0.19	0.12	0.28	0.22	0.64	0.3	0.28	0.2	0.83	0.32	0.11	0.14	0.09	0.1	0.88	0.21	0.13	0.29	0.25	0.21	0.43	0.41	0.18	0.27	0.08	0.16	0.06	0.18	0.13	0.11	0.19	0.39	0.23	0.11	0.16	0.15	0.14	0.14	0.11	0.23	0.37	0.17	0.1	0.83	0.1	0.15	0.18	0.19	0.17	0.13	0.33	0.2	0.18	0.43	0.11	0.15	0.09	0.3	0.11	0.22	0.22	0.21	0.11	0.58	0.17	0.24	0.1	0.23	0.26	0.13	0.16	0.13	0.18	0.24	0.17	0.15	0.25	0.51	0.09	0.16	0.18	0.17	0.19	0.24	0.19	0.1	0.16	0.19	0.26	0.63	0.26	0.45	0.18	0.26	0.22	0.46	0.15	0.12	0.3	0.15	0.15	0.13	0.29	0.14	0.18	0.21	0.11	0.32	0.1	0.22	0.17	0.38	0.21	0.86	0.16	0.08	0.34	0.1	0.23	0.18	0.1	0.26	0.34	0.23	0.45	0.14	0.1	0.17	0.15	0.27	0.03	0.1	0.16	0.19	0.24	0.21	0.14	0.15	0.33	0.48	0.23	0.24	0.13	0.33	0.17	0.27
DBN1:ENSG00000113758:E12.2-E14.1|ENSG00000113758:E12.2-E13.1	1.0	0.97	0.96	0.44	0.88	0.99	0.94	0.92	0.94	0.99	0.95	0.94	0.98	0.94	0.98	0.95	0.95	0.96	0.96	0.99	0.97	0.95	0.95	0.94	0.96	0.99	0.96	0.98	0.94	0.99	0.98	0.94	0.72	0.89	0.98	0.96	0.16	0.91	0.99	0.97	0.99	0.94	0.16	0.9	0.99	0.98	0.9	0.96	0.96	0.94	0.97	0.95	0.99	0.97	0.93	0.98	0.99	1.0	0.96	0.87	0.97	0.98	0.99	0.98	0.98	0.91	0.95	0.98	0.85	0.93	0.94	0.22	0.96	0.99	0.86	0.96	0.98	0.98	0.97	0.98	0.97	0.67	0.99	0.95	1.0	0.98	0.98	0.94	0.87	0.96	0.97	0.45	0.98	0.9	0.93	0.96	0.95	0.99	0.98	0.97	0.98	0.96	0.98	0.95	0.96	0.49	0.93	0.94	0.97	0.98	0.98	0.91	0.96	0.98	0.99	0.98	0.9	0.76	0.86	0.89	0.96	0.81	0.98	0.49	0.98	0.97	0.95	0.95	0.99	0.98	0.94	0.87	0.95	0.94	0.95	0.92	0.96	0.75	0.92	0.95	0.96	0.19	0.98	0.96	0.92	0.97	0.99	0.88	0.97	0.89	0.87	0.85	0.82	0.89	0.93	0.99	0.95	0.93	0.91	0.99	0.97	0.97	0.89	0.91	0.94	0.98	0.9	0.93	0.92	0.98	0.98	0.77	0.91	0.96
REEP6:ENSG00000115255:E4.1-E6.1|ENSG00000115255:E5.1-E6.1	1.0	1.0	0.99	0.86	0.96	0.98	0.96	0.85	0.94	1.0	1.0	0.96	0.97	0.95	0.98	1.0	0.98	0.93	0.95	1.0	1.0	1.0	0.89	0.8	0.99	0.98	1.0	0.95	0.98	1.0	1.0	0.96	0.64	0.76	1.0	0.99	0.29	1.0	1.0	0.97	0.98	0.98	0.33	0.68	0.96	1.0	0.95	1.0	0	0.82	1.0	1.0	1.0	0.96	0.89	1.0	1.0	1.0	1.0	0.98	1.0	0.96	0.99	0.8	0.91	0.91	0.91	0.93	0.93	1.0	0.89	0.45	1.0	1.0	1.0	0.95	1.0	1.0	1.0	0.98	0.98	0.75	1.0	1.0	0.97	0.97	0.99	0.94	0.96	0.93	1.0	0.55	1.0	0.91	0.96	0.94	0.96	1.0	0.96	0.96	1.0	0.84	1.0	1.0	1.0	0.49	0.97	0.98	1.0	0.96	0.63	1.0	0.91	0.98	1.0	0.98	0.94	0.41	0.91	0.87	0.98	0.95	0	0.71	1.0	1.0	1.0	0.95	1.0	0.98	0.94	0.97	0.97	0	1.0	0.86	0.95	0.84	1.0	0.97	1.0	0.41	0.98	1.0	0	1.0	1.0	1.0	1.0	0.92	0.9	0.97	0.86	0.98	1.0	1.0	1.0	0.99	1.0	1.0	1.0	1.0	1.0	0.97	0.97	0.97	0.79	0.78	0.9	1.0	1.0	0.49	0.88	1.0
REEP6:ENSG00000115255:E5.1-E6.1|ENSG00000115255:E4.1-E6.1	0.0	0.0	0.01	0.11	0.0	0.0	0.0	0.08	0.04	0.0	0.0	0.0	0.02	0.03	0.01	0.0	0.0	0.04	0.02	0.0	0.0	0.0	0.06	0	0.01	0.02	0.0	0.0	0.01	0.0	0.0	0.02	0.19	0.18	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.02	0.56	0.15	0.0	0.0	0.02	0.0	0	0.07	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.01	0.11	0.05	0.03	0.0	0.03	0.07	0.0	0.08	0.42	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.02	0.0	0.12	0.0	0.0	0.0	0.03	0.0	0.02	0.02	0.02	0.0	0.3	0.0	0.06	0.0	0.02	0.04	0.0	0.04	0.01	0.0	0.12	0.0	0.0	0.0	0.41	0.03	0.01	0.0	0.0	0.2	0.0	0.05	0.0	0.0	0.0	0.0	0.38	0.06	0.09	0.0	0.05	0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0	0.0	0.05	0.01	0.1	0.0	0.0	0.0	0.44	0.0	0.0	0	0.0	0.0	0.0	0.0	0.06	0.04	0.01	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.11	0.11	0.05	0.0	0.0	0.32	0.08	0.0
EHBP1:ENSG00000115504:E10.1-E12.1|ENSG00000115504:E11.2-E12.1	1.0	0.97	0.92	0.48	0.96	1.0	0.98	0.67	0.95	0.97	1.0	0.99	0.97	0.95	0.97	0.94	0.85	0.85	0.98	0.98	0.9	0.93	0.9	0.72	1.0	0.98	0.82	0.95	0.93	0.95	1.0	0.9	0.31	0.68	0.93	0.97	0.07	0.89	0.95	0.95	0.96	0.95	0.07	0.79	1.0	0.9	0	1.0	1.0	0	0.96	0.93	0.93	0.95	0.91	1.0	1.0	1.0	1.0	0.5	0.89	0.95	0.95	0.96	1.0	0.76	0.81	0.94	0.85	0	0.86	0.2	0.91	1.0	0	0.98	0.97	0.88	0.86	0.89	0.97	0.33	1.0	0	1.0	0.77	0.91	0.84	0.77	0	0.9	0.32	0	0.7	0.71	0.81	0.9	0.93	0.93	0.78	0.97	0.85	1.0	0.95	0.86	0.76	0.84	0.77	0.94	1.0	0.93	1.0	0.97	0.9	0.96	0.96	0.81	0.48	0.75	0.7	0.93	0	0	0.43	0.95	0.96	1.0	0.98	1.0	0.94	0.85	0.97	0	0.88	0.95	0.6	0.97	0.7	0.94	0.83	1.0	0.07	1.0	1.0	0.96	0.98	0.9	0.69	0.95	0.78	0.81	0.87	0.63	0.91	0.9	0.93	0	0.87	0.97	0.98	1.0	1.0	0.94	0.93	0.94	0.98	0.76	0.48	0.84	0.93	0.93	0.8	0.94	0.96
EHBP1:ENSG00000115504:E11.2-E12.1|ENSG00000115504:E10.1-E12.1	0.0	0.0	0.08	0.35	0.02	0.0	0.02	0	0.05	0.03	0.0	0.01	0.0	0.05	0.02	0.06	0.11	0.12	0.02	0.02	0.0	0.02	0.03	0.15	0.0	0.0	0.11	0.04	0.07	0.03	0.0	0.04	0.6	0.24	0.0	0.0	0.88	0.04	0.04	0.05	0.04	0.04	0.86	0.15	0.0	0.1	0	0.0	0.0	0	0.02	0.04	0.04	0.0	0.05	0.0	0.0	0.0	0.0	0.37	0.07	0.0	0.05	0.0	0.0	0.13	0.16	0.04	0.06	0	0.1	0.67	0.02	0.0	0	0.02	0.01	0.0	0.1	0	0.03	0	0.0	0	0.0	0.11	0.05	0.07	0.05	0	0.1	0.48	0	0.18	0.17	0.05	0.05	0.02	0.03	0	0.0	0.09	0.0	0.04	0.06	0.17	0.13	0.08	0.0	0.0	0.04	0.0	0.02	0.07	0.04	0.01	0.09	0.4	0.16	0.2	0.04	0	0	0.41	0.03	0.04	0.0	0.02	0.0	0.04	0.08	0.03	0	0.05	0.01	0.24	0.0	0.12	0.04	0.17	0.0	0.85	0.0	0.0	0.01	0.02	0.0	0.22	0.03	0.18	0.12	0.09	0.21	0.05	0.07	0.0	0	0.08	0.01	0.01	0.0	0.0	0.03	0.06	0.03	0.02	0.11	0.31	0.07	0.07	0.05	0.1	0.03	0.0
RAB3GAP1:ENSG00000115839:E25.1-I26.2|ENSG00000115839:E24.1-I26.3	0.0	0.01	0.04	0.19	0.02	0.01	0.01	0.01	0.04	0.01	0.04	0.02	0.02	0.01	0.01	0.0	0.01	0.05	0.0	0.0	0.04	0.0	0.06	0.03	0.01	0.03	0.0	0.01	0.05	0.01	0.02	0.04	0.39	0.2	0.04	0.01	0.53	0.03	0.02	0.03	0.01	0.01	0.5	0.1	0.01	0.02	0.02	0.01	0.0	0.04	0.03	0.01	0.0	0.09	0.0	0.01	0.01	0.01	0.01	0.05	0.05	0.0	0.01	0.05	0.0	0.07	0.02	0.04	0.04	0.0	0.0	0.44	0.01	0.06	0.05	0.02	0.01	0.01	0.01	0.02	0.01	0.13	0.0	0.0	0.01	0.04	0.01	0.04	0.06	0.0	0.02	0.41	0.02	0.09	0.04	0.05	0.06	0.03	0.02	0.0	0.0	0.04	0.0	0.01	0.01	0.28	0.06	0.06	0.01	0.01	0.06	0.06	0.03	0.02	0.03	0.03	0.08	0.22	0.07	0.17	0.02	0.17	0.0	0.21	0.01	0.02	0.02	0.02	0.0	0.0	0.05	0.01	0.02	0.01	0.0	0.03	0.03	0.11	0.03	0.04	0.02	0.5	0.0	0.01	0.06	0.03	0.06	0.03	0.0	0.1	0.05	0.05	0.15	0.06	0.03	0.01	0.03	0.04	0.07	0.02	0.01	0.02	0.01	0.03	0.02	0.03	0.06	0.28	0.03	0.01	0.02	0.15	0.07	0.02
RAB3GAP1:ENSG00000115839:E24.1-I26.3|ENSG00000115839:E25.1-I26.2	1.0	0.99	0.92	0.69	0.97	0.99	0.99	0.97	0.94	0.99	0.95	0.93	0.96	0.95	0.99	1.0	0.97	0.9	1.0	1.0	0.93	1.0	0.89	0.93	0.98	0.95	0.99	0.98	0.88	0.95	0.94	0.92	0.44	0.64	0.94	0.99	0.26	0.96	0.96	0.95	0.99	0.95	0.29	0.81	0.98	0.98	0.96	0.97	1.0	0.92	0.97	0.99	1.0	0.84	0.99	0.99	0.97	0.99	0.98	0.9	0.92	1.0	0.96	0.91	0.95	0.89	0.96	0.92	0.92	1.0	0.97	0.36	0.99	0.9	0.95	0.96	0.95	0.97	0.99	0.97	0.99	0.76	0.99	1.0	0.99	0.94	0.94	0.92	0.88	1.0	0.97	0.39	0.98	0.83	0.92	0.9	0.86	0.95	0.97	1.0	1.0	0.87	1.0	0.96	0.99	0.54	0.89	0.88	0.99	0.94	0.88	0.89	0.91	0.98	0.93	0.96	0.87	0.59	0.89	0.71	0.98	0.7	1.0	0.62	0.99	0.98	0.97	0.97	1.0	1.0	0.92	0.97	0.96	0.96	1.0	0.95	0.93	0.78	0.92	0.94	0.95	0.31	1.0	0.99	0.88	0.96	0.94	0.92	1.0	0.81	0.9	0.91	0.72	0.86	0.95	0.99	0.97	0.91	0.89	0.98	0.95	0.92	0.99	0.96	0.95	0.96	0.85	0.59	0.94	0.98	0.94	0.77	0.88	0.96
RAB3GAP1:ENSG00000115839:E24.1-E25.1|ENSG00000115839:E24.1-I26.3	0.0	0.0	0.04	0.18	0.01	0.01	0.0	0.01	0.02	0.0	0.01	0.0	0.02	0.01	0.0	0.0	0.01	0.05	0.0	0.0	0.03	0.0	0.06	0.04	0.01	0.02	0.01	0.01	0.04	0.0	0.0	0.04	0.35	0.2	0.02	0.0	0.6	0.02	0.0	0.02	0.0	0.01	0.57	0.11	0.01	0.0	0.02	0.01	0.0	0.04	0.01	0.0	0.0	0.08	0.0	0.0	0.01	0.0	0.01	0.05	0.04	0.0	0.01	0.04	0.0	0.05	0.02	0.02	0.04	0.0	0.02	0.45	0.0	0.04	0.0	0.02	0.01	0.0	0.0	0.01	0.01	0.15	0.0	0.0	0.0	0.02	0.01	0.02	0.06	0.0	0.01	0.43	0.0	0.1	0.05	0.02	0.04	0.0	0.01	0.0	0.0	0.04	0.0	0.03	0.0	0.27	0.05	0.03	0.0	0.0	0.07	0.06	0.02	0.0	0.01	0.01	0.06	0.23	0.05	0.17	0.0	0.17	0.0	0.19	0.0	0.0	0.01	0.01	0.0	0.0	0.03	0.02	0.01	0.0	0.0	0.02	0.0	0.13	0.02	0.02	0.03	0.52	0.0	0.0	0.06	0.01	0.0	0.0	0.0	0.06	0.06	0.04	0.15	0.09	0.02	0.0	0.0	0.02	0.05	0.0	0.0	0.0	0.0	0.01	0.03	0.02	0.04	0.23	0.03	0.01	0.01	0.11	0.06	0.02
MEF2D:ENSG00000116604:E10.1-E12.1|ENSG00000116604:E11.1-E12.1	0.95	0.92	0.75	0.57	0.87	0.94	0.93	0.85	0.78	0.91	0.74	0.96	0.88	0.8	0.92	0.94	0.84	0.82	0.91	0.95	0.9	0.88	0.71	0.79	0.91	0.91	0.88	0.96	0.77	0.9	0.89	0.83	0.38	0.65	0.79	0.96	0.08	0.87	0.97	0.82	0.93	0.82	0.06	0.4	0.91	1.0	0.8	0.89	1.0	0.79	0.88	0.95	0.91	0.87	0.86	0.94	0.8	0.9	0.96	0.57	0.81	0.95	0.9	0.53	0.88	0.7	0.87	0.84	0.68	0.85	0.87	0.07	0.91	0	0	0.9	0.96	0.7	0.95	0.87	0.83	0.36	0.9	0.95	0.94	0.8	0.81	0.79	0.63	0.89	0.92	0.24	1.0	0.63	0.75	0.83	0.82	0.92	0.86	0.88	0.99	0.77	0.94	0.7	0.94	0.37	0.77	0.94	0.88	0.93	0.59	0.61	0.9	0.89	0.9	0.8	0.8	0.22	0.58	0.8	0.89	0.71	0	0.33	0.93	0.9	0.86	0.89	0.89	0.9	0.86	0.85	0.76	0.9	0.84	0.74	0.96	0.63	0.69	1.0	0.83	0.05	0.93	0.81	0.77	0.95	0.84	0.88	0.85	0.75	0.74	0.82	0.59	0.82	0.85	0.78	0.83	0.86	0.77	0.92	0.88	0.91	0.77	0.92	0.87	0.91	0.82	0.62	0.84	0.82	0.79	0.45	0.63	0.78
